지점,지점명,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최단시정현상,최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%),기사란
110,김포공항,2023-12-13,3.8,10,16,1830,1829,90,100,,10.7,0.3,1444,25,1028.3,1029.6,1027.1,,,,,,,,5.8,3000,2.4,78,
110,김포공항,2023-12-14,6.4,13,22,1728,1749,100,90,61,9.7,6.7,1,425,1023.5,1028.1,1015.9,18.3,,,,,,,8,2500,5.8,88,{비}5-41. {비}816-2400.
110,김포공항,2023-12-15,5.5,13,19,7,7,100,90,51,7.3,3.3,2,2057,1013.4,1016.9,1010.5,34.9,,,,,,,7.7,2000,4.4,95,{비}0-1439. {박무}1439-1500. {이슬비}2000-2144. {이슬비}2227-2300. {비}2300-2400.
110,김포공항,2023-12-16,14.2,26,35,1524,1401,290,300,71,3.8,-9.6,44,2358,1023,1031.3,1015.7,0.8,,,,,0.1,0.1,6,2000,-7.9,71,{비}0-100. {이슬비}100-320. {진눈깨비}320-500. {이슬비}500-600. {눈}600-1030. {눈}1406-1420.
110,김포공항,2023-12-17,9.8,16,25,1,1235,320,350,,-5.9,-12,1425,729,1035.1,1037.6,1031.2,,,,,,,,0.2,,-17.7,52,
110,김포공항,2023-12-18,5.1,9,12,1431,1428,310,320,,-4.1,-11.7,1423,248,1036.1,1039.1,1033.9,,,,,,,,4.6,17000,-17,49,
110,김포공항,2023-12-19,3.6,11,13,2357,2348,330,320,71,-0.1,-9,1317,515,1029.5,1034.1,1027.2,0.4,,,,,0.8,0.8,5.9,2000,-10,67,{눈}1328-1800. {박무}1800-1900. {눈}1953-2400.
110,김포공항,2023-12-20,8.4,15,20,19,15,320,310,71,-3.3,-11.8,1,2355,1028.7,1030,1027.3,0.2,,,,,0.8,1.2,1.8,1500,-12.7,67,{눈}0-100. {박무}500-832. {눈}832-1000. {박무}1000-1100. {연무}1100-1300.
110,김포공항,2023-12-21,7.5,12,19,308,2222,330,320,,-8,-14.4,1527,727,1031.7,1034.7,1029.2,,,,,,,,0.1,,-17.6,61,
110,김포공항,2023-12-22,6.2,14,21,904,908,330,320,,-7.5,-14.9,1510,426,1037.4,1039.8,1034.6,,,,,,,,0,,-19,55,
110,김포공항,2023-12-23,2.6,6,9,103,1436,330,110,,-1.1,-14.1,1548,506,1037.8,1040,1035,,,,,,,,2.4,4500,-14.1,60,
110,김포공항,2023-12-24,2.5,6,9,1837,1917,290,250,71,2.4,-8,1532,759,1031.8,1035,1029.1,0.8,,,,,1.6,1.6,4.2,2500,-6.5,78,{눈}128-745. {박무}745-1300. {박무}2100-2300. {눈}2315-2400.
110,김포공항,2023-12-25,3.7,9,14,1505,1506,280,270,71,3.3,-6.7,1206,2237,1029.2,1030.7,1027.6,0.4,,,,,1.3,1.3,4.8,2000,-4,85,{눈}0-323. {박무}323-1200. {눈}428-518. {눈}635-1035. {박무}2200-2400.
110,김포공항,2023-12-26,4.3,14,19,1156,1141,250,280,10,7.4,-4.2,1332,1,1029.8,1032,1028.4,,,,,,,,2.8,3000,-3,77,{박무}0-1030. {연무}1030-1100. {박무}2000-2400.
110,김포공항,2023-12-27,2.5,5,10,108,1506,330,220,10,6.8,-6.8,1502,715,1031.3,1033.3,1030.1,,,,,,,,0.1,,-3.5,84,{박무}0-1200. {연무}1200-2000. {박무}2000-2400.
110,김포공항,2023-12-28,2.9,9,12,1458,1451,350,340,41,4.7,-6.7,1322,644,1029.5,1030.4,1028.8,,,,,,,,2.3,4000,-3.9,81,{박무}0-500. {안개 또는 어는안개 또는 빙무}500-740. {박무}740-1100. {연무}1100-1200.
110,김포공항,2023-12-29,2.7,8,15,1522,1643,300,270,10,4.7,-3.8,1320,241,1028.1,1030.5,1025.7,,,,,,,,5.7,3000,-3.1,79,{박무}200-1200. {연무}1200-1300. {연무}1500-2200. {박무}2200-2400.
110,김포공항,2023-12-30,5.5,11,14,1902,1720,110,110,73,2.3,-4.1,2036,240,1018.9,1026,1011.9,10,,,,,4,4,7.1,2000,-0.6,94,{박무}0-2400. {눈}712-800. {진눈깨비}800-810. {눈}810-1100. {눈}{9}1100-1200. {눈}1200-1232. {진눈깨비}1232-1500. {비}1500-1525. {비}1800-2400.
110,김포공항,2023-12-31,5.4,14,18,638,630,310,300,41,5.5,-3,1502,2326,1017.9,1027.1,1009.4,3.6,,,,,,,4.9,2500,0.9,93,{비}0-200. {박무}0-800. {이슬비}200-300. {비}610-810. {박무}2000-2355. {안개 또는 어는안개 또는 빙무}2355-2400. {박무}2400-2400.
110,김포공항,2024-01-01,2.7,7,15,1338,1315,170,190,46,7.1,-4.3,1152,223,1027.9,1030.4,1025.9,0,,,,,,,4.8,2500,-0.4,86,{박무}0-100. {안개 또는 어는안개 또는 빙무}100-300. {안개 또는 어는안개 또는 빙무}{6}300-400. {안개 또는 어는안개 또는 빙무}{4}400-500. {안개 또는 어는안개 또는 빙무}{6}500-600. {안개 또는 어는안개 또는 빙무}{8}600-825. {박무}825-1300. {박무}2100-2400. {비}2238-2400.
113,인천공항,2020-01-01,4.4,11,13,354,331,150,140,,1.4,-4.7,1455,306,1032.3,1033.8,1031.3,0,,,,,,,7.4,2500,-5.5,71,{눈}0-800.
113,인천공항,2020-01-02,4.7,11,15,2146,2141,320,320,10,4.1,0,1431,2321,1030,1031.4,1028.8,,,,,,,,6,2000,-2.7,70,{박무}400-1100. {연무}1100-2400.
113,인천공항,2020-01-03,3.5,10,12,37,7,330,330,10,4,-3.5,1410,719,1027.9,1029.4,1026.1,,,,,,,,1,,-5.2,67,{연무}0-100. {박무}100-1030. {연무}1030-1300. {연무}1930-2300. {박무}2300-2400.
113,인천공항,2020-01-04,4.8,10,14,1442,1749,320,300,10,6.2,-3.7,1313,203,1026.5,1028.9,1025.1,,,,,,,,1.8,3000,-3.9,69,{박무}0-1200. {연무}1200-1400.
113,인천공항,2020-01-05,3.4,11,13,40,45,330,330,5,5.6,-4.6,1242,803,1030.9,1032.6,1028.6,,,,,,,,4,20000,-6.8,57,{연무}630-730. {연무}800-830.
113,인천공항,2020-01-06,6.6,10,16,1808,1835,60,60,61,4.8,-0.1,1305,230,1026,1030.1,1019.9,1.5,,,,,,,8,2000,-1.3,75,{연무}200-600. {눈}723-800. {비}809-2400. {박무}830-2130. {안개 또는 어는안개 또는 빙무}2130-2200. {박무}2200-2400.
113,인천공항,2020-01-07,11.2,17,24,1854,1933,40,50,61,8.4,3.4,2400,26,1010.4,1019.9,997.8,36.5,,,,,,,8,500,3.9,92,{비}0-2400. {박무}0-2400.
113,인천공항,2020-01-08,15.4,26,35,111,106,300,300,61,8.6,0,2,2153,1014.3,1024,997.7,4.5,,,,,,,7.4,2000,-0.5,81,{박무}0-730. {비}0-742. {박무}1000-2400.
113,인천공항,2020-01-09,7.1,14,17,1,17,320,330,10,1.3,-3.2,1355,2338,1024.9,1026.5,1023.7,,,,,,,,2,2500,-5.6,70,{박무}0-1030. {연무}1030-1400. {연무}2200-2300. {박무}2300-2400.
113,인천공항,2020-01-10,4,8,12,521,1703,60,280,10,4.3,-4.1,1452,215,1024.5,1026.7,1022.6,,,,,,,,2.5,18000,-5.5,71,{박무}0-1030. {연무}1030-1400. {박무}2200-2400.
113,인천공항,2020-01-11,5.8,10,14,1457,1518,300,300,10,2.9,-2.8,1319,734,1021,1023.1,1019.4,,,,,,,,3.8,3500,-4.6,72,{박무}0-1130. {연무}1130-1230. {연무}1400-2130.
113,인천공항,2020-01-12,8.4,15,20,2108,2042,320,320,5,1.9,-3.7,1507,537,1019,1021.2,1017.6,,,,,,,,4,2500,-6.5,64,{연무}100-400. {연무}600-830.
113,인천공항,2020-01-13,7.9,14,19,1023,831,320,320,,-0.1,-4.2,1340,2355,1023.7,1026.1,1020.4,,,,,,,,2.3,2500,-9.5,57,
113,인천공항,2020-01-14,5.8,10,13,950,1858,40,300,,1.3,-5.1,1330,249,1026.4,1028.7,1025.2,0,,,,,,,2.1,4000,-9.4,58,{눈}637-700.
113,인천공항,2020-01-15,4.5,11,14,1424,1405,320,320,5,1.4,-6.7,1340,431,1029.2,1030.5,1028.1,,,,,,,,0.1,,-9,60,{연무}430-500.
113,인천공항,2020-01-16,5.2,11,14,1615,1611,300,290,,2.2,-5.3,1457,544,1028,1029.7,1026.1,,,,,,,,4,16000,-10,54,
113,인천공항,2020-01-17,4.8,9,13,634,1509,50,290,5,2.7,-4.4,1349,550,1024.2,1026.1,1022.4,,,,,,,,4.5,18000,-8.5,58,{연무}700-930.
113,인천공항,2020-01-18,4.8,9,13,242,2320,330,310,5,4,-5.4,1432,748,1022.2,1023.7,1020.9,,,,,,,,1.9,18000,-7.6,55,{연무}700-800.
113,인천공항,2020-01-19,8.4,19,28,1157,1156,280,300,61,6.1,-0.4,1114,408,1019.2,1021.1,1017.6,0,,,,,,,4.5,2500,-2.5,67,{박무}630-700. {연무}730-800. {박무}800-930. {비}807-900. {연무}930-1152. {비}1152-1230. {박무}1152-1330. {비}1300-1323. {연무}1330-2400.
113,인천공항,2020-01-20,8.5,21,27,1627,1700,290,300,5,5.9,-3.9,1529,2215,1023.4,1029.3,1020.6,,,,,,,,2.3,4000,-6.8,55,{연무}1430-1530.
113,인천공항,2020-01-21,4.1,9,14,151,152,340,330,,3.3,-6,1533,703,1030.4,1032.9,1029.1,,,,,,,,2.4,14000,-9.4,53,
113,인천공항,2020-01-22,4.9,12,16,957,1001,50,50,5,6.8,-0.7,1415,30,1025.9,1029.2,1023.3,,,,,,,,6,7000,-6.1,56,{연무}900-1030.
113,인천공항,2020-01-23,7.7,13,17,1305,1323,320,330,10,8.6,0.1,1508,329,1024.8,1027.9,1022.7,,,,,,,,3.5,16000,-2.2,64,{연무}230-1200. {연무}1800-1830. {연무}2000-2300. {박무}2300-2400.
113,인천공항,2020-01-24,6.9,13,16,1424,1420,320,320,10,4.8,-1.2,1259,2320,1030.9,1032.6,1027.7,,,,,,,,3.6,16000,-3.3,69,{박무}0-1100. {연무}1100-1630. {박무}2300-2400.
113,인천공항,2020-01-25,5.3,10,14,752,856,50,50,5,7.3,-1.5,1434,31,1030,1031.4,1028.2,,,,,,,,6.5,2000,-3,66,{박무}0-130. {연무}1830-2030.
113,인천공항,2020-01-26,7.5,14,22,2245,2251,80,70,,10.7,-0.6,1513,747,1027.4,1030,1024.6,,,,,,,,4.3,16000,-3.1,58,
113,인천공항,2020-01-27,9.5,14,24,921,1345,50,30,,7.7,3.8,1458,2043,1021.7,1025.7,1018.8,0,,,,,,,7.8,2500,-2.5,57,{비}1343-1438. {비}1735-2400.
113,인천공항,2020-01-28,8,14,19,119,115,10,10,,10.6,3.5,1526,2359,1018.7,1020.4,1017.5,0,,,,,,,7,5000,-0.7,60,{비}0-30. {비}210-247. {비}600-710.
113,인천공항,2020-01-29,7.2,10,14,1013,1653,50,300,,8.9,2.3,1225,656,1016.5,1018.9,1014.8,,,,,,,,5.9,5000,-1.2,65,
113,인천공항,2020-01-30,6.3,11,18,556,1532,50,290,10,9.3,0.4,1308,2324,1015.3,1017.2,1014.2,,,,,,,,3,6000,-2.3,62,{박무}2330-2400.
113,인천공항,2020-01-31,4.3,10,17,1445,1455,250,270,10,6.5,0.4,1348,800,1020,1022.9,1017,,,,,,,,1.7,5000,-1.3,72,{박무}600-1130. {연무}1130-1300.
113,인천공항,2020-02-01,6.7,14,17,2035,42,330,290,5,7.4,-2.3,1252,129,1024.5,1026.3,1022.6,,,,,,,,3.7,3000,-2.4,69,{박무}500-1000. {연무}1000-2000. {연무}2100-2400.
113,인천공항,2020-02-02,4.5,14,20,2222,2213,300,290,5,4.5,-2.9,1258,633,1026.2,1027.8,1024.9,0,,,,,,,5.8,3000,-6.7,56,{연무}0-1530. {진눈깨비}2242-2400. {눈}2400-2400.
113,인천공항,2020-02-03,8.9,15,20,1301,1259,300,290,,2.1,-3.2,1235,2350,1027.8,1029.7,1025.5,0,,,,,,,2.2,3000,-9,52,{눈}0-330.
113,인천공항,2020-02-04,9.8,20,27,2304,1603,320,230,71,3.6,-5.8,1246,701,1027.2,1029.6,1023.7,0,,,,,,,3.3,2500,-7,65,{눈}1324-1730. {박무}1330-2030. {진눈깨비}1730-1848. {눈}2035-2148.
113,인천공항,2020-02-05,12.3,19,26,1,5,330,320,,-5,-10.2,1513,708,1032.9,1035.6,1028.8,,,,,,,,0,,-17.9,44,
113,인천공항,2020-02-06,5.3,11,14,630,627,30,30,,-2.2,-10.9,1504,725,1034.9,1037.3,1032.7,,,,,,,,0.8,20000,-16.5,47,
113,인천공항,2020-02-07,3.2,8,11,2347,1636,310,260,,1.9,-6.6,2342,37,1030.2,1032.9,1027.8,0,,,,,,,6.7,2000,-8.8,57,{눈}2000-2100. {눈}2238-2330. {눈}2346-2400.
113,인천공항,2020-02-08,10.5,15,22,414,1508,320,300,5,3.4,-3.3,1544,2248,1028.4,1029.9,1027.2,0,,,,,,,2,2500,-8,55,{눈}0-100. {연무}330-530. {연무}730-1000.
113,인천공항,2020-02-09,4.2,9,15,1730,1436,230,230,,4.4,-5.7,1343,800,1026.2,1029.5,1022.4,,,,,,,,1.3,3500,-7.3,58,
113,인천공항,2020-02-10,4.2,11,19,1401,1358,280,280,5,8.4,-1.5,1216,723,1024.2,1027.6,1021.7,,,,,,,,1.7,2500,-3.6,63,{박무}300-1030. {연무}1030-1500. {연무}1830-2048. {박무}2048-2130.
113,인천공항,2020-02-11,4.7,11,15,1112,1115,150,160,5,12.5,-2,1424,736,1027.1,1029.1,1024.9,,,,,,,,2,10000,-4.8,51,{연무}730-1300.
113,인천공항,2020-02-12,5.9,10,13,1558,1539,50,50,41,7.5,4.4,1404,333,1017.4,1024.9,1012.7,5,,,,,,,7.8,200,2.8,80,{연무}200-211. {박무}211-1530. {비}211-1730. {안개 또는 어는안개 또는 빙무}1530-1630. {박무}1630-1830. {이슬비}1730-1800. {비}1800-1847. {안개 또는 어는안개 또는 빙무}1830-1847. {비}{8}1847-1900. {안개 또는 어는안개 또는 빙무}{8}1847-1900. {비}{9}1900-2000. {안개 또는 어는안개 또는 빙무}{9}1900-2000. {비}2000-2100. {박무}2000-2300. {안개 또는 어는안개 또는 빙무}2300-2330. {박무}2330-2400.
113,인천공항,2020-02-13,3.5,10,13,1203,1202,290,290,46,8.5,0.8,1208,600,1019.6,1022.1,1015.3,,,,,,,,5.3,700,2.7,85,{박무}0-100. {안개 또는 어는안개 또는 빙무}100-114. {박무}114-130. {안개 또는 어는안개 또는 빙무}130-200. {박무}200-300. {안개 또는 어는안개 또는 빙무}300-530. {안개 또는 어는안개 또는 빙무}{9}530-600. {안개 또는 어는안개 또는 빙무}{6}600-630. {안개 또는 어는안개 또는 빙무}630-700. {박무}700-2400.
113,인천공항,2020-02-14,4.3,9,11,1437,1407,280,280,41,11.4,2.1,1407,646,1021.3,1023.2,1019.2,,,,,,,,2.5,1000,2.7,79,{박무}0-830. {안개 또는 어는안개 또는 빙무}830-900. {박무}900-1230. {연무}1230-1800. {박무}1800-2400.
113,인천공항,2020-02-15,7,14,21,2345,2340,290,290,61,13.3,3,1234,214,1018.3,1022.9,1013.6,4.5,,,,,,,5.3,2000,3.1,78,{박무}0-930. {연무}930-1630. {비}1610-1730. {박무}1630-1951. {비}1919-1951. {비}{8}1951-2130. {안개 또는 어는안개 또는 빙무}{8}1951-2130. {비}2130-2400. {박무}2130-2400.
113,인천공항,2020-02-16,16.2,23,30,1309,1304,280,280,73,3.3,-3.6,1,1843,1014.2,1016.6,1012.3,5.5,,,,,1.5,1.5,7.3,2000,-4.1,79,{비}0-130. {박무}0-730. {진눈깨비}130-139. {눈}139-240. {눈}{9}240-300. {눈}{8}300-430. {눈}430-606. {눈}900-1100. {박무}930-1130. {눈}1230-1300. {박무}1230-1300. {눈}1400-1730. {박무}1430-1800. {눈}1830-1938. {박무}1830-1938. {눈}2141-2400.
113,인천공항,2020-02-17,15.9,20,28,437,431,300,300,70,-2.4,-5.9,7,727,1018.9,1023.7,1016.4,0,,,,,,,6.7,2000,-11,62,{눈}0-230. {박무}30-230. {연무}230-330. {눈}300-347. {눈}612-1230. {박무}1130-1230. {눈}1500-1812. {박무}1600-1730. {눈}1819-2100.
113,인천공항,2020-02-18,6.9,15,20,36,1,330,330,,-0.2,-7,1527,408,1028,1030,1023.7,,,,,,,,0,,-12.4,50,
113,인천공항,2020-02-19,4.7,8,11,1122,1051,140,130,5,5.4,-3,1712,43,1030.2,1031.2,1029.3,,,,,,,,5.9,2500,-4.8,64,{연무}2130-2400.
113,인천공항,2020-02-20,4.3,8,12,1342,1341,290,300,10,8.9,-1.3,1437,643,1033.7,1035.6,1030.8,,,,,,,,2.7,20000,-0.8,74,{연무}0-30. {박무}30-1000. {연무}1000-1530. {연무}1830-2030. {박무}2030-2400.
113,인천공항,2020-02-21,6.4,15,23,2338,2330,250,240,10,10.1,0.1,1553,409,1029.7,1035,1022.9,6,,,,,,,7.4,1500,1.6,76,{박무}0-1030. {연무}1030-1600. {비}1752-1810. {비}1900-2040. {박무}2025-2213. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2040-2130. {비}2130-2400. {박무}2330-2400.
113,인천공항,2020-02-22,14.8,24,30,1544,1535,290,290,10,8,1.1,1210,2241,1025.5,1030.6,1022.4,0.5,,,,,,,3.1,2000,-1.2,67,{박무}0-100. {비}0-200. {박무}230-1230. {황사 또는 공중먼지}1000-1330. {연무}1330-1530.
113,인천공항,2020-02-23,7.1,13,19,1640,1227,230,260,,6.9,-2.1,1332,235,1029.5,1031.6,1027.3,,,,,,,,0.8,7000,-5.2,54,
113,인천공항,2020-02-24,7.1,13,16,946,947,160,150,10,11.1,0.1,1552,447,1024.5,1027.3,1021.1,,,,,,,,4.8,7000,-0.1,67,{박무}300-430. {박무}2300-2400.
113,인천공항,2020-02-25,10,16,22,1444,1437,60,50,63,10.4,4.2,1603,2349,1017.9,1021.3,1014.5,15,,,,,,,5.9,2500,3,78,{박무}0-1400. {비}21-1330.
113,인천공항,2020-02-26,8.2,13,18,1644,1715,270,280,,9.3,2.9,1316,309,1023.7,1026.7,1020.8,,,,,,,,1.5,7000,0.2,68,
113,인천공항,2020-02-27,6.3,11,15,1518,1453,280,280,,9.5,1.3,1336,623,1028.3,1030.1,1026.6,,,,,,,,1.3,18000,-0.6,68,
113,인천공항,2020-02-28,4.2,9,13,1503,1006,150,240,50,5,2,938,113,1023.1,1027,1020.1,2.5,,,,,,,7.7,500,1.4,86,{박무}500-1000. {비}939-1230. {박무}1100-2130. {진눈깨비}1230-1348. {비}1348-1530. {비}1641-2130. {안개 또는 어는안개 또는 빙무}2130-2230. {이슬비}2130-2244. {박무}2230-2400. {이슬비}2330-2400.
113,인천공항,2020-02-29,6.5,11,16,1552,1455,300,290,47,10,3.6,1420,726,1018.9,1020.2,1017.4,0.5,,,,,,,3,100,2.4,80,{이슬비}0-45. {박무}0-300. {안개 또는 어는안개 또는 빙무}{9}300-330. {안개 또는 어는안개 또는 빙무}330-400. {박무}400-630. {박무}700-930.
113,인천공항,2020-03-01,4.8,15,22,2307,2333,320,300,41,7.2,1.4,1136,328,1018.9,1020.9,1017.6,0,,,,,,,6.3,2500,1.4,80,{박무}30-300. {안개 또는 어는안개 또는 빙무}300-309. {박무}309-430. {안개 또는 어는안개 또는 빙무}430-530. {박무}530-600. {안개 또는 어는안개 또는 빙무}600-630. {박무}630-1330. {연무}1330-1530. {박무}1830-2400. {비}2149-2314.
113,인천공항,2020-03-02,9.5,17,26,255,255,310,320,10,6.2,0.4,1546,703,1024.3,1026.5,1020.9,,,,,,,,1.8,20000,-4.2,58,{박무}0-230. {연무}230-600.
113,인천공항,2020-03-03,7.3,12,18,1437,1411,290,230,10,9.4,-0.8,1426,722,1024.5,1026.6,1022.6,,,,,,,,4.9,8000,-2,66,{박무}500-1000. {연무}1000-1400. {연무}1530-1700.
113,인천공항,2020-03-04,14.3,23,30,1329,1356,290,300,10,5.5,-0.2,1231,2312,1023.1,1025.4,1021.6,0,,,,,,,3.3,2500,-4.5,59,{박무}305-430. {연무}500-700. {연무}1400-1900. {눈}1630-1700.
113,인천공항,2020-03-05,8.4,15,23,201,153,320,310,,4.7,-3.4,1509,711,1026.1,1028.4,1024.5,,,,,,,,0,,-7.1,54,
113,인천공항,2020-03-06,4,9,13,1447,1454,300,300,5,7.1,-3.8,1432,434,1023.2,1025.5,1020.4,,,,,,,,2.1,20000,-5.3,60,{연무}830-1000.
113,인천공항,2020-03-07,4.9,12,17,1705,1500,290,300,10,11.8,0.7,1328,507,1018.6,1020.6,1016.9,,,,,,,,4.9,10000,-3.5,57,{연무}900-1300. {연무}1400-2330. {박무}2330-2400.
113,인천공항,2020-03-08,3.9,11,13,1603,1558,290,290,10,14.5,0.2,1406,436,1019.2,1021.3,1017.8,,,,,,,,0.8,19000,-0.2,65,{박무}0-900. {연무}900-2400.
113,인천공항,2020-03-09,4.9,12,15,1953,1610,320,330,10,15.5,0.6,1231,600,1014.9,1018.9,1011,0,,,,,,,5,4000,0.2,60,{연무}0-530. {박무}530-930. {연무}930-1600. {연무}1930-2213. {비}2213-2400. {박무}2213-2400.
113,인천공항,2020-03-10,13.1,22,33,1702,1654,310,310,61,8.5,3.8,4,2338,1009,1012.6,1006.5,5.5,,,,,,,5.9,2000,1.8,74,{비}0-1200. {박무}0-1700.
113,인천공항,2020-03-11,12.4,20,25,734,6,330,310,,7.7,1.1,1521,650,1018.7,1022.6,1012.5,,,,,,,,0.1,,-6.8,46,
113,인천공항,2020-03-12,11.3,20,29,1547,1700,220,210,,11.9,0,1421,532,1021.6,1022.9,1019.2,,,,,,,,3.5,2000,0.2,69,
113,인천공항,2020-03-13,12.4,16,20,900,828,340,350,10,7.7,-1.2,43,2323,1023,1025.7,1021.3,0,,,,,,,4.6,2000,-7.4,45,{박무}100-200. {비}216-242.
113,인천공항,2020-03-14,9,19,26,1522,1539,240,240,10,8.9,-2.8,1609,658,1016.6,1022.4,1012.3,,,,,,,,0.3,,-3.2,61,{연무}1930-2100. {박무}2100-2400.
113,인천공항,2020-03-15,16.9,28,39,1429,1434,310,310,10,8.9,0.8,1158,2348,1012.6,1019.1,1010.5,,,,,,,,2.2,9000,-4.8,52,{박무}0-200.
113,인천공항,2020-03-16,7.8,14,20,137,1706,350,270,,7.1,-3.8,1256,647,1022.7,1025.3,1019.1,,,,,,,,0.3,,-5.7,54,
113,인천공항,2020-03-17,8.9,15,21,549,1043,150,210,10,11.4,3.9,1426,4,1015.8,1020.7,1013.2,,,,,,,,4,1000,2.8,76,{연무}1230-1730. {박무}1730-2400.
113,인천공항,2020-03-18,8,15,20,2342,2359,160,170,46,14.5,0.9,1553,350,1013.6,1017.4,1007.9,,,,,,,,1.8,100,0.2,64,{박무}0-330. {안개 또는 어는안개 또는 빙무}330-430. {박무}430-500. {안개 또는 어는안개 또는 빙무}{9}500-538. {안개 또는 어는안개 또는 빙무}{8}538-550. {안개 또는 어는안개 또는 빙무}{2}550-800. {안개 또는 어는안개 또는 빙무}{6}800-1000. {안개 또는 어는안개 또는 빙무}{8}1000-1030. {박무}1030-1200. {연무}1200-1400.
113,인천공항,2020-03-19,21,30,38,1506,1448,280,280,10,10.9,6.4,622,2351,1006.7,1013.6,1000.6,,,,,,,,2.5,800,2.2,65,{박무}30-1000.
113,인천공항,2020-03-20,9.9,17,27,1716,1710,210,220,,12.4,4.4,1422,547,1014.2,1015.7,1012.2,,,,,,,,0.7,,0,58,
113,인천공항,2020-03-21,6.4,11,18,1002,1558,150,230,47,15,5.1,1420,46,1012.1,1014.1,1009.6,,,,,,,,6.6,100,5.5,76,{박무}2230-2321. {안개 또는 어는안개 또는 빙무}2321-2341. {안개 또는 어는안개 또는 빙무}{9}2341-2350. {안개 또는 어는안개 또는 빙무}{8}2350-2400. {안개 또는 어는안개 또는 빙무}{6}2400-2400.
113,인천공항,2020-03-22,10.2,18,23,1301,1257,330,330,47,15.8,3.5,1401,517,1015.2,1018.5,1012.8,,,,,,,,0.7,100,-2.3,48,{안개 또는 어는안개 또는 빙무}{6}0-16. {안개 또는 어는안개 또는 빙무}{4}16-230. {안개 또는 어는안개 또는 빙무}{6}230-300. {박무}300-330.
113,인천공항,2020-03-23,6.7,16,19,1625,1634,280,280,,14.1,3.9,1400,303,1017.9,1019.2,1016.5,,,,,,,,0,,1.4,60,
113,인천공항,2020-03-24,5,11,16,1753,1842,290,280,5,15.8,4.1,1356,457,1020.8,1022.7,1019,,,,,,,,0.2,,-0.7,52,{연무}930-1230.
113,인천공항,2020-03-25,5.2,10,16,1252,1258,230,220,10,16.4,3.6,1329,238,1020.5,1022.6,1018.8,,,,,,,,3.5,20000,2.9,64,{박무}400-900. {연무}900-1030.
113,인천공항,2020-03-26,4.7,11,17,1104,1254,150,160,61,19.4,6,1307,500,1015.6,1019.2,1012.2,2.5,,,,,,,6.4,200,6.6,68,{박무}230-800. {연무}800-1100. {비}1618-1645. {비}1730-2230. {박무}1800-2200. {안개 또는 어는안개 또는 빙무}2200-2230. {비}{9}2230-2248. {안개 또는 어는안개 또는 빙무}{9}2230-2248. {비}2248-2300. {박무}2248-2300. {비}{8}2300-2316. {안개 또는 어는안개 또는 빙무}{8}2300-2316. {비}{6}2316-2400. {안개 또는 어는안개 또는 빙무}{6}2316-2400.
113,인천공항,2020-03-27,13.9,22,28,1601,1423,290,300,60,13.8,6.2,1503,2347,1014.3,1021.8,1010.5,0.5,,,,,,,4.8,200,2.3,61,{비}{6}0-200. {안개 또는 어는안개 또는 빙무}{6}0-200. {비}{8}200-230. {안개 또는 어는안개 또는 빙무}{8}200-230. {비}230-506. {박무}230-830.
113,인천공항,2020-03-28,13.3,19,26,111,119,350,360,,10.9,2,1423,2338,1022.3,1024.9,1019.9,,,,,,,,5.2,18000,-10.4,29,
113,인천공항,2020-03-29,5.7,12,17,1500,1354,290,270,,13.4,-0.2,1414,502,1022.2,1024.2,1020,,,,,,,,1.3,,-3.5,50,
113,인천공항,2020-03-30,4.7,11,15,1225,1352,290,300,,12.3,1,1352,622,1021.3,1023,1019.7,,,,,,,,0,,-0.5,62,
113,인천공항,2020-03-31,5,11,15,1758,1317,290,280,10,14.3,2,1412,605,1018.4,1021.3,1015.5,,,,,,,,4.6,14000,1.6,65,{박무}600-830.
113,인천공항,2020-04-01,12.8,24,39,1612,1932,300,360,5,14.5,5.9,1255,2400,1015.7,1020.6,1013.7,,,,,,,,3.4,16000,-1.1,46,{연무}1000-1200.
113,인천공항,2020-04-02,6.5,13,19,1358,1137,260,240,,12.3,2,1515,639,1022.7,1024.1,1020.6,,,,,,,,2.3,18000,1.4,64,
113,인천공항,2020-04-03,7.3,13,20,1352,1544,260,260,10,13.6,5.1,1429,645,1021.7,1023.8,1018.8,,,,,,,,0.2,,2.8,68,{박무}30-930. {연무}930-1400. {연무}2130-2300. {박무}2300-2400.
113,인천공항,2020-04-04,15.7,25,32,1728,1723,320,320,10,12.4,5.5,1333,2351,1020,1023.2,1017.3,,,,,,,,0.2,,-4.7,45,{박무}0-730. {연무}730-830. {황사 또는 공중먼지}830-1100. {연무}1100-1130.
113,인천공항,2020-04-05,11.7,18,28,36,1420,340,270,,11.5,3.1,1423,448,1023.1,1024.6,1021.3,,,,,,,,0,,-7.5,37,
