ISSUE_HW_DAY_2019-05_2019-05_2021
일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2019-05-09,해남(261),X,21,23.2,13.7,6.6,52.6,X, ,X,낮음
2019-05-09,고흥(262),X,21.9,24.5,16,8.6,45.3,X, ,X,낮음
2019-05-09,의령군(263),X,24.2,27.2,17.3,8.9,47,X, ,X,낮음
2019-05-09,함양군(264),X,22.8,25.3,16,7.3,49.5,X, ,X,낮음
2019-05-09,진도군ASOS(268),X,19.4,21,15,10.1,44.1,X, ,X,낮음
2019-05-09,봉화(271),X,21.2,24.2,16.3,7.6,37.9,X, ,X,낮음
2019-05-09,영주(272),X,20.3,22.7,17.6,11.8,31.9,X, ,X,낮음
2019-05-09,문경(273),X,22.1,24.6,17.7,11.4,33.1,X, ,X,낮음
2019-05-09,청송군(276),X,22.5,24.3,16,7.9,50.9,X, ,X,낮음
2019-05-09,영덕(277),X,23.4,26.2,20.5,15.7,28,X, ,X,낮음
2019-05-09,의성(278),X,22.5,26.4,16.4,7.8,40.3,X, ,X,낮음
2019-05-09,구미(279),X,22.5,25.2,18.6,12.6,33.9,X, ,X,낮음
2019-05-09,영천(281),X,22.4,26,19,13.8,24.9,X, ,X,낮음
2019-05-09,경주시(283),X,23.8,26.2,18.4,12,39.5,X, ,X,낮음
2019-05-09,거창(284),X,22.7,25.7,15.7,7.7,44.4,X, ,X,낮음
2019-05-09,합천(285),X,23.1,27,17.8,9.1,38.6,X, ,X,낮음
2019-05-09,밀양(288),X,22.1,26.3,18.4,10.8,36.8,X, ,X,낮음
2019-05-09,산청(289),X,23.2,26.3,17.4,8.7,37.8,X, ,X,낮음
2019-05-09,거제(294),X,21.9,23.9,17.8,12.9,38.4,X, ,X,낮음
2019-05-09,남해(295),X,22.3,24.9,17.5,11.8,37,X, ,X,낮음
2019-05-09,부천(433),X,,20.7,15.3,11.7,,X, ,X,낮음
2019-05-09,안양(434),X,,20.1,14.9,11.4,51,X, ,X,낮음
2019-05-09,광명(437),X,,22,16.3,12.6,,X, ,X,낮음
2019-05-09,군포(438),X,,22,16,11.4,,X, ,X,낮음
2019-05-09,김포(441),X,,20.3,14.2,9.5,,X, ,X,낮음
2019-05-09,하남(444),X,,,16.1,,,X, ,X,낮음
2019-05-09,의왕(445),X,,20.2,13.6,8.1,,X, ,X,낮음
2019-05-09,포천(504),X,21.3,24.2,15.8,9.1,46,X, ,X,낮음
2019-05-09,가평조종(505),X,,23.6,15,7,,X, ,X,낮음
2019-05-09,안성(516),X,20.8,23.2,15.8,9.4,50,X, ,X,낮음
2019-05-09,간성(517),X,24.8,28,22.8,18.7,25,X, ,X,낮음
2019-05-09,평창(526),X,20.5,22.7,14.9,7.5,47,X, ,X,낮음
2019-05-09,의정부(532),X,22,23.5,15.5,9.7,53,X, ,X,낮음
2019-05-09,횡성(536),X,23.3,25.2,15.7,8.9,57,X, ,X,낮음
2019-05-09,고양(540),X,22.7,25,15.8,9.3,56,X, ,X,낮음
2019-05-09,남양주(541),X,22.1,24.7,16.6,10.3,47,X, ,X,낮음
2019-05-09,안산(545),X,20.5,21.7,13.7,6.7,67,X, ,X,낮음
2019-05-09,경기광주(546),X,20.4,23.3,15.4,9,45,X, ,X,낮음
2019-05-09,여주(548),X,21.7,24.3,16.2,10,45,X, ,X,낮음
2019-05-09,용인(549),X,19.6,22.8,15.2,8.6,45,X, ,X,낮음
2019-05-09,오산(550),X,20.6,23.1,15.8,10.3,43,X, ,X,낮음
2019-05-09,평택(551),X,20.4,22.6,15.7,10.3,49,X, ,X,낮음
2019-05-09,화천(555),X,23.5,26.1,16.3,7.5,54,X, ,X,낮음
2019-05-09,양구(556),X,23,25.7,16.6,8.8,46,X, ,X,낮음
2019-05-09,시흥(565),X,19.3,20.6,14.7,9,59,X, ,X,낮음
2019-05-09,구리(569),X,21.5,24.1,16.7,10.3,44,X, ,X,낮음
2019-05-09,화성(571),X,19.2,21.6,14.7,10.1,50,X, ,X,낮음
2019-05-09,성남(572),X,20.4,23.2,,10,,X, ,X,높음
2019-05-09,과천(590),X,20.4,22.9,15.8,9,43,X, ,X,낮음
2019-05-09,양주(598),X,20.9,22.8,15.3,8.3,50,X, ,X,낮음
2019-05-09,단양(601),X,21.8,24,16.9,10.4,47,X, ,X,낮음
2019-05-09,진천(602),X,20.8,23.7,16,8.9,38,X, ,X,낮음
2019-05-09,괴산(603),X,20.5,23.5,15.1,6.9,45,X, ,X,낮음
2019-05-09,옥천(604),X,21.8,24,15.8,8.2,58,X, ,X,낮음
2019-05-09,홍북(608),X,22.2,24.1,14.7,8.1,62,X, ,X,낮음
2019-05-09,공주(612),X,22.1,25,16.3,8.7,46,X, ,X,낮음
2019-05-09,서천(614),X,19.8,21,14,8,60,X, ,X,낮음
2019-05-09,논산(615),X,22.3,24.2,15.8,8,56,X, ,X,낮음
2019-05-09,당진(616),X,20.2,22.1,15,9.8,56,X, ,X,낮음
2019-05-09,청양(618),X,20.7,22,13.1,5.5,60,X, ,X,낮음
2019-05-09,음성(619),X,20.6,23.7,14.7,6.8,48,X, ,X,낮음
2019-05-09,증평(623),X,21,23.4,16.4,10.2,44,X, ,X,낮음
2019-05-09,태안(627),X,20,20.8,13.9,9.2,70,X, ,X,낮음
2019-05-09,예산(628),X,21.9,23.3,16.3,10.2,50,X, ,X,낮음
2019-05-09,아산(634),X,20.4,22,15.5,9.9,47,X, ,X,낮음
2019-05-09,계룡(636),X,22.3,24.6,13.4,4.6,57,X, ,X,낮음
2019-05-09,연천청산(652),X,21.6,24.3,15.9,8.9,51,X, ,X,낮음
2019-05-09,양양(670),X,25,27.5,22.2,17.9,29,X, ,X,낮음
2019-05-09,무안(699),X,19.8,21.6,14.6,8.6,48,X, ,X,낮음
2019-05-09,무주(701),X,21.7,24.2,14.5,5.3,54,X, ,X,낮음
2019-05-09,익산(702),X,21.9,23.2,14,6.2,62,X, ,X,낮음
2019-05-09,진안(703),X,19.9,21.7,13.4,5,50,X, ,X,낮음
2019-05-09,담양(706),X,22.8,25.1,15.8,5.8,49,X, ,X,낮음
2019-05-09,구례(709),X,22,25.5,15.7,6.5,40,X, ,X,낮음
2019-05-09,나주(710),X,23.1,24.8,15.6,7.4,55,X, ,X,낮음
2019-05-09,순천시(712),X,24,25.4,19.1,13.4,35,X, ,X,낮음
2019-05-09,광양읍(713),X,24.2,26.7,17.6,10.4,43,X, ,X,낮음
2019-05-09,장성(730),X,21.8,23.9,14.5,6.9,49,X, ,X,낮음
2019-05-09,영암(731),X,21.7,23.2,14.7,7.9,54,X, ,X,낮음
2019-05-09,보성(732),X,22.2,24,15.3,8,47,X, ,X,낮음
2019-05-09,완주(734),X,21.9,24,14.2,6.2,52,X, ,X,낮음
2019-05-09,김제(737),X,20,21.9,15.1,9.5,50,X, ,X,낮음
2019-05-09,화순(741),X,21.1,25.1,15.5,7.8,38,X, ,X,낮음
2019-05-09,함평(754),X,20.3,22.7,14.9,7.7,46,X, ,X,낮음
2019-05-09,곡성(768),X,21.5,24.5,14.4,6.2,41,X, ,X,낮음
2019-05-09,압해도(789),X,20.4,22,15.6,10.7,57,X, ,X,낮음
2019-05-09,영양(801),X,21.8,24.2,15.6,7.5,47,X, ,X,낮음
2019-05-09,성주(810),X,21,24.8,17,9.5,36,X, ,X,낮음
2019-05-09,고령(812),X,22.9,26.7,16.2,7.7,48,X, ,X,낮음
2019-05-09,청도(813),X,20.8,25.5,17,9.8,38,X, ,X,낮음
2019-05-09,예천(815),X,22.5,24.3,16.9,10.3,48,X, ,X,낮음
2019-05-09,김천(822),X,21.9,24.1,15.2,6.1,49,X, ,X,낮음
2019-05-09,군위(823),X,23.5,25.3,16.1,8.3,50,X, ,X,낮음
2019-05-09,칠곡(825),X,22.7,26.1,18.2,10.8,36,X, ,X,낮음
2019-05-09,경산(827),X,22.2,25.9,18.6,12.8,32,X, ,X,낮음
2019-05-09,삼척(876),X,24,27.7,22,17.4,22,X, ,X,낮음
2019-05-09,속초(90),X,24.8,28.1,22.9,18.6,23.6,X, ,X,낮음
2019-05-09,삼천포(907),X,20.6,22.2,16.4,11.5,50,X, ,X,낮음
2019-05-09,고성(918),X,22,,,,,X, ,X,낮음
2019-05-09,창녕(919),X,23,26.2,17.6,9.9,43,X, ,X,낮음
2019-05-09,함안(920),X,23.8,26.8,17.4,9.2,48,X, ,X,낮음
2019-05-09,북춘천(93),X,22.1,25.2,16.2,8.6,48.6,X, ,X,높음
2019-05-09,하동(932),X,23.1,25.3,17.1,9.8,49,X, ,X,낮음
2019-05-09,철원(95),X,21.5,23.5,16.2,9.1,49.3,X, ,X,낮음
2019-05-09,동두천(98),X,21.7,24,16,9.8,51.1,X, ,X,낮음
2019-05-09,파주(99),X,21.1,23,15.3,9.4,61.4,X, ,X,낮음
2019-05-10,북강릉(104),X,23,26,20.1,14.9,31.4,X, ,X,높음
2019-05-10,동해(106),X,22.7,25,18.8,14.3,40.4,X, ,X,낮음
2019-05-10,서울(108),X,24.9,26.8,17.8,10.3,48,X, ,X,높음
2019-05-10,인천(112),X,21.3,21,15.2,10.4,64.9,X, ,X,높음
2019-05-10,원주(114),X,24,27.6,18.5,8.2,39.1,X, ,X,낮음
2019-05-10,울릉도(115),X,22.9,24.1,19.8,16.6,35,X, ,X,낮음
2019-05-10,수원(119),X,25.3,26.6,16.2,7.7,63.9,X, ,X,낮음
2019-05-10,영월(121),X,25.7,30.1,17.3,5.3,45.9,X, ,X,낮음
2019-05-10,충주(127),X,25.1,28.3,16.8,4.4,48.3,X, ,X,낮음
2019-05-10,서산(129),X,23.6,25.1,15.4,6.3,58.9,X, ,X,높음
2019-05-10,울진(130),X,22.7,24.5,18.6,14,43.6,X, ,X,낮음
2019-05-10,청주(131),X,25.1,27.9,18.7,9.5,39.9,X, ,X,높음
2019-05-10,대전(133),X,25.2,27.9,18.6,8.3,46.1,X, ,X,매우높음
2019-05-10,추풍령(135),X,24.2,27.7,18.4,6.6,34.4,X, ,X,낮음
2019-05-10,안동(136),X,25.7,29.2,18,5.6,42.5,X, ,X,높음
2019-05-10,상주(137),X,25.4,28.3,19.2,8.8,40.1,X, ,X,낮음
2019-05-10,포항(138),X,23.9,24.9,19.5,15,42.3,X, ,X,낮음
2019-05-10,군산(140),X,21.1,22.1,15,7.6,62.3,X, ,X,낮음
2019-05-10,대구(143),X,24.6,28.9,21.1,11.8,28.5,X, ,X,높음
2019-05-10,전주(146),X,24.8,26.5,16.9,8.2,52.6,X, ,X,높음
2019-05-10,울산(152),X,23,25.7,18.8,14,38.4,X, ,X,높음
2019-05-10,창원(155),X,23.1,25.6,18.2,12.1,39.3,X, ,X,높음
2019-05-10,광주(156),X,24.4,27.9,18.6,10.3,34.9,X, ,X,높음
2019-05-10,부산(159),X,22,23.8,19,16,38.6,X, ,X,매우높음
2019-05-10,통영(162),X,22.5,24.1,17.1,12.3,57.3,X, ,X,낮음
2019-05-10,목포(165),X,22.7,23.6,16.3,10.9,49.5,X, ,X,높음
2019-05-10,여수(168),X,22.4,23.3,18.3,14.3,49,X, ,X,낮음
2019-05-10,흑산도(169),X,20.2,20.6,15.1,11.4,57.4,X, ,X,낮음
2019-05-10,완도(170),X,24.2,26.4,17.9,11.3,43.5,X, ,X,낮음
2019-05-10,고창(172),X,22.9,24.6,15.1,5.8,54.1,X, ,X,낮음
2019-05-10,제주(184),X,21.4,21.4,17.6,14.3,49.6,X, ,X,높음
2019-05-10,진주(192),X,25.2,27.6,16.7,7.1,56.9,X, ,X,낮음
2019-05-10,양평(202),X,25.4,28.9,18.2,6.3,41.6,X, ,X,낮음
2019-05-10,이천(203),X,25.3,28.8,17.4,5.3,43.6,X, ,X,낮음
2019-05-10,인제(211),X,24.6,28.9,17,6.1,44.8,X, ,X,낮음
2019-05-10,홍천(212),X,25.6,29.6,18.1,6.1,45.6,X, ,X,낮음
2019-05-10,태백(216),X,22.2,24.6,15.6,6.1,45.1,X, ,X,낮음
2019-05-10,정선군(217),X,24.5,28.9,16.7,5.3,41.4,X, ,X,낮음
2019-05-10,제천(221),X,24.5,28.7,16.4,3.3,44.1,X, ,X,낮음
2019-05-10,보은(226),X,25.4,28.3,17.1,4,50.4,X, ,X,낮음
2019-05-10,천안(232),X,23.1,25.6,15.4,3.8,49,X, ,X,낮음
2019-05-10,보령(235),X,21.1,21.7,14.7,8,52.3,X, ,X,낮음
2019-05-10,부여(236),X,24.7,28.3,16.1,4.6,53.8,X, ,X,낮음
2019-05-10,금산(238),X,24.3,27.6,16.4,4,48.9,X, ,X,낮음
2019-05-10,세종(239),X,,,,,,X, ,X,높음
2019-05-10,부안(243),X,22.2,23.8,15,7,56.3,X, ,X,낮음
2019-05-10,임실(244),X,24.2,27.9,15.5,3.1,48.9,X, ,X,낮음
2019-05-10,정읍(245),X,23.1,25.4,15.1,6.5,48.3,X, ,X,낮음
2019-05-10,남원(247),X,23.8,27.6,17,6.5,45.4,X, ,X,낮음
2019-05-10,장수(248),X,23.3,26.2,15.7,3.3,52.4,X, ,X,낮음
2019-05-10,영광군(252),X,21.8,23.7,15,6.1,57.4,X, ,X,낮음
2019-05-10,김해시(253),X,25.6,27.8,19.8,14.5,40.3,X, ,X,낮음
2019-05-10,순창군(254),X,24.2,27.8,16.1,5.3,50.8,X, ,X,낮음
2019-05-10,양산시(257),X,25.9,27.9,18.5,10.5,49,X, ,X,낮음
2019-05-10,강진군(259),X,23.6,26.3,17.5,8.9,40,X, ,X,낮음
2019-05-10,장흥(260),X,23.7,26.5,17.1,8.2,49.3,X, ,X,낮음
2019-05-10,해남(261),X,23.6,26.2,14.9,5.1,55.1,X, ,X,낮음
2019-05-10,고흥(262),X,23.5,25.2,16.2,8.1,51.5,X, ,X,낮음
2019-05-10,의령군(263),X,26.1,29.8,17.9,7,49.1,X, ,X,낮음
2019-05-10,함양군(264),X,25.2,28.6,17.2,4.8,55.8,X, ,X,낮음
2019-05-10,진도군ASOS(268),X,21.8,23.3,16,8.9,44.9,X, ,X,낮음
2019-05-10,봉화(271),X,24.4,27.5,15.8,3,46.6,X, ,X,낮음
2019-05-10,영주(272),X,24.9,28,17.6,5.8,42.8,X, ,X,낮음
2019-05-10,문경(273),X,25,27.9,19.4,8.2,35.5,X, ,X,낮음
2019-05-10,청송군(276),X,25,27.4,15.5,2.9,58.1,X, ,X,낮음
2019-05-10,영덕(277),X,24.5,27,19.1,10.8,34.5,X, ,X,낮음
2019-05-10,의성(278),X,25.3,29.8,17,3.1,44.8,X, ,X,낮음
2019-05-10,구미(279),X,25.3,28.9,19.4,10.1,42.1,X, ,X,낮음
2019-05-10,영천(281),X,24.7,29.8,18.4,7.3,37.5,X, ,X,낮음
2019-05-10,경주시(283),X,26,29.4,18.3,7.8,45.9,X, ,X,낮음
2019-05-10,거창(284),X,24.8,27.5,17.3,5.6,51,X, ,X,낮음
2019-05-10,합천(285),X,25.2,29.6,18.5,6.8,43,X, ,X,낮음
2019-05-10,밀양(288),X,24.9,29.3,18.6,8.1,39.9,X, ,X,낮음
2019-05-10,산청(289),X,25.7,28.8,17.8,6.9,49,X, ,X,낮음
2019-05-10,거제(294),X,25.1,27.2,18.2,11.4,42.8,X, ,X,낮음
2019-05-10,남해(295),X,24.6,26.9,18.6,11.8,42.8,X, ,X,낮음
2019-05-10,부천(433),X,,24.4,16.7,10.1,,X, ,X,낮음
2019-05-10,안양(434),X,,24.4,16.4,9.7,53,X, ,X,낮음
2019-05-10,광명(437),X,,26.4,18.1,11.5,,X, ,X,낮음
2019-05-10,군포(438),X,,26.3,18,10,,X, ,X,낮음
2019-05-10,김포(441),X,,23.8,14.7,8.3,,X, ,X,낮음
2019-05-10,하남(444),X,,,17.2,,,X, ,X,낮음
2019-05-10,의왕(445),X,,24.9,14.8,6.7,,X, ,X,낮음
2019-05-10,포천(504),X,25.1,27.9,17.1,5.7,50,X, ,X,낮음
2019-05-10,가평조종(505),X,,28.5,16.4,3.6,,X, ,X,낮음
2019-05-10,안성(516),X,24.9,26.7,16.5,6.5,56,X, ,X,낮음
2019-05-10,간성(517),X,23.9,25.1,19.9,12.7,44,X, ,X,낮음
2019-05-10,평창(526),X,24.8,28.4,16.7,4.4,44,X, ,X,낮음
2019-05-10,의정부(532),X,26.4,27.8,16.7,6.3,59,X, ,X,낮음
2019-05-10,횡성(536),X,27,29.4,17.2,4.4,56,X, ,X,낮음
2019-05-10,고양(540),X,27,29,16.5,6.7,63,X, ,X,낮음
2019-05-10,남양주(541),X,26.1,28,17.3,7.2,51,X, ,X,낮음
2019-05-10,안산(545),X,23.3,23.7,13.6,4.5,75,X, ,X,낮음
2019-05-10,경기광주(546),X,24.1,26.9,16.6,5.7,45,X, ,X,낮음
2019-05-10,여주(548),X,25.3,27.8,17,5.7,49,X, ,X,낮음
2019-05-10,용인(549),X,24.2,26.9,15.6,5.5,54,X, ,X,낮음
2019-05-10,오산(550),X,24.4,26.6,16.4,8.1,48,X, ,X,낮음
2019-05-10,평택(551),X,24.8,26.1,16.4,7.3,58,X, ,X,낮음
2019-05-10,화천(555),X,26.8,30.5,17.4,5.2,57,X, ,X,낮음
2019-05-10,양구(556),X,25.4,29.4,17.2,5.3,51,X, ,X,낮음
2019-05-10,시흥(565),X,23.3,23.7,15.1,6.1,63,X, ,X,낮음
2019-05-10,구리(569),X,25.6,27.9,17.5,7.5,48,X, ,X,낮음
2019-05-10,화성(571),X,22.9,23.7,15.6,8.1,57,X, ,X,낮음
2019-05-10,성남(572),X,24.8,27.6,17.5,7.2,48,X, ,X,높음
2019-05-10,과천(590),X,24.8,27.3,16.5,5.6,51,X, ,X,낮음
2019-05-10,양주(598),X,25.3,27.1,16.1,5.3,55,X, ,X,낮음
2019-05-10,단양(601),X,25.9,29.5,18,6.6,51,X, ,X,낮음
2019-05-10,진천(602),X,24.5,27.9,17.2,5.3,40,X, ,X,낮음
2019-05-10,괴산(603),X,25.1,28.5,16.1,2.4,51,X, ,X,낮음
2019-05-10,옥천(604),X,24.9,27.1,17.2,5.4,60,X, ,X,낮음
2019-05-10,홍북(608),X,26.2,27.5,14.9,5,63,X, ,X,낮음
2019-05-10,공주(612),X,24.7,28,16.6,4,50,X, ,X,낮음
2019-05-10,서천(614),X,22,23.7,14.8,5.1,56,X, ,X,낮음
2019-05-10,논산(615),X,24.8,28.1,17,5.9,53,X, ,X,낮음
2019-05-10,당진(616),X,22.7,24.4,15,6,58,X, ,X,낮음
2019-05-10,청양(618),X,23.5,25.6,13.9,1.9,63,X, ,X,낮음
2019-05-10,음성(619),X,24.9,27.8,16.2,2.5,53,X, ,X,낮음
2019-05-10,증평(623),X,24.9,27.8,17.2,5.4,50,X, ,X,낮음
2019-05-10,태안(627),X,22.8,22.9,14.7,8,67,X, ,X,낮음
2019-05-10,예산(628),X,24.5,25.4,16.2,6.5,57,X, ,X,낮음
2019-05-10,아산(634),X,23,24.7,15.1,6.4,55,X, ,X,낮음
2019-05-10,계룡(636),X,24.6,27.6,14.7,0.5,58,X, ,X,낮음
2019-05-10,연천청산(652),X,25.4,27.4,16.1,5.2,58,X, ,X,낮음
2019-05-10,양양(670),X,25.3,27.3,20.9,15,44,X, ,X,낮음
2019-05-10,무안(699),X,22.3,23.2,15.5,7.2,51,X, ,X,낮음
2019-05-10,무주(701),X,25.1,28.4,16.4,3.9,58,X, ,X,낮음
2019-05-10,익산(702),X,24.7,26.6,15.5,5.2,64,X, ,X,낮음
2019-05-10,진안(703),X,23,25.8,14.9,3,56,X, ,X,낮음
2019-05-10,담양(706),X,25.2,28.2,16.9,5.4,53,X, ,X,낮음
2019-05-10,구례(709),X,25,28.5,16.4,5.2,50,X, ,X,낮음
2019-05-10,나주(710),X,25.6,27.8,15.9,5.4,66,X, ,X,낮음
2019-05-10,순천시(712),X,25.4,26.8,20.1,13.7,41,X, ,X,낮음
2019-05-10,광양읍(713),X,25.1,28.2,18.5,9.5,48,X, ,X,낮음
2019-05-10,장성(730),X,24.3,26.9,16,5.6,48,X, ,X,낮음
2019-05-10,영암(731),X,24.3,26.1,15.1,6.2,60,X, ,X,낮음
2019-05-10,보성(732),X,23.4,25.2,15,6.2,55,X, ,X,낮음
2019-05-10,완주(734),X,24.4,26.9,15.9,5,52,X, ,X,낮음
2019-05-10,김제(737),X,22.8,24.6,15.6,8.1,55,X, ,X,낮음
2019-05-10,화순(741),X,23.8,27.3,16.5,5.9,45,X, ,X,낮음
2019-05-10,함평(754),X,23.6,24.9,15.2,5.6,56,X, ,X,낮음
2019-05-10,곡성(768),X,24.4,27.6,16.1,5.2,48,X, ,X,낮음
2019-05-10,압해도(789),X,22.9,23.6,15.5,10,69,X, ,X,낮음
2019-05-10,영양(801),X,24.7,27.6,15.9,3.6,52,X, ,X,낮음
2019-05-10,성주(810),X,24.3,28.3,18.3,6.8,42,X, ,X,낮음
2019-05-10,고령(812),X,25.3,28.9,17.5,5.3,53,X, ,X,낮음
2019-05-10,청도(813),X,23.8,29.1,18.2,5.9,42,X, ,X,낮음
2019-05-10,예천(815),X,25.5,27.8,17.4,5.5,51,X, ,X,낮음
2019-05-10,김천(822),X,25.4,28.3,16.7,3.4,56,X, ,X,낮음
2019-05-10,군위(823),X,26.9,29.5,18.2,5,51,X, ,X,낮음
2019-05-10,칠곡(825),X,25.3,29.6,19.6,9.3,39,X, ,X,낮음
2019-05-10,경산(827),X,25.7,28.9,19.7,9.6,37,X, ,X,낮음
2019-05-10,삼척(876),X,23.4,26.3,20.4,16.2,33,X, ,X,낮음
2019-05-10,속초(90),X,24.4,26,20.5,14.9,38.8,X, ,X,낮음
2019-05-10,삼천포(907),X,23.2,25.2,17.3,11.6,51,X, ,X,낮음
2019-05-10,고성(918),X,24.3,,,,,X, ,X,낮음
2019-05-10,창녕(919),X,25.7,29.3,18.8,7.6,45,X, ,X,낮음
2019-05-10,함안(920),X,26,29.4,18,7.2,51,X, ,X,낮음
2019-05-10,북춘천(93),X,25,29,17.7,5.8,47.5,X, ,X,높음
2019-05-10,하동(932),X,25,27.9,17.4,8.7,54,X, ,X,낮음
2019-05-10,철원(95),X,25.1,27.5,16.9,6,57.8,X, ,X,낮음
2019-05-10,동두천(98),X,26.2,28.1,17.3,6.6,51.9,X, ,X,낮음
2019-05-10,파주(99),X,25.7,26.1,15.1,5.8,65.9,X, ,X,낮음
2019-05-11,북강릉(104),X,23.2,24.4,18.1,12.8,51.8,X, ,X,위험
2019-05-11,동해(106),X,21,20.4,15.8,12.4,69.8,X, ,X,낮음
2019-05-11,서울(108),X,26.1,28.3,20.3,13.2,39,X, ,X,매우높음
2019-05-11,인천(112),X,22.2,22.8,16.6,12,62.4,X, ,X,높음
2019-05-11,원주(114),X,25.2,28.6,20.7,13.6,43.5,X, ,X,낮음
2019-05-11,울릉도(115),X,23.2,22.3,18.3,15.2,34.6,X, ,X,낮음
2019-05-11,수원(119),X,25.8,27,17.7,10,54,X, ,X,낮음
2019-05-11,영월(121),X,26.1,30.5,19.3,10.3,48.5,X, ,X,낮음
2019-05-11,충주(127),X,26.4,29,19.2,10.5,56.5,X, ,X,낮음
2019-05-11,서산(129),X,22.4,24.9,16.4,7.3,44.5,X, ,X,매우높음
2019-05-11,울진(130),X,21.4,19.6,15.4,11.4,75.8,X, ,X,낮음
2019-05-11,청주(131),X,26.1,28.9,20.7,13.3,37,X, ,X,높음
2019-05-11,대전(133),X,26.5,28.9,20.1,11.3,45.8,X, ,X,매우높음
2019-05-11,추풍령(135),X,25.2,28.4,19.4,10.5,43,X, ,X,낮음
2019-05-11,안동(136),X,26.1,29.5,19.9,10.3,42.1,X, ,X,매우높음
2019-05-11,상주(137),X,27.7,29.8,20.7,11.5,50.3,X, ,X,낮음
2019-05-11,포항(138),X,25.3,26.9,19.9,14.1,50.9,X, ,X,낮음
2019-05-11,군산(140),X,21.3,21.9,16,10.4,63.9,X, ,X,낮음
2019-05-11,대구(143),X,25.7,30,21.6,12.2,36.5,X, ,X,매우높음
2019-05-11,전주(146),X,25.1,26,18,11.6,54.9,X, ,X,매우높음
2019-05-11,울산(152),X,24,26.4,19.1,11.2,44.5,X, ,X,매우높음
2019-05-11,창원(155),X,24.1,26.7,18.6,12.1,43.3,X, ,X,높음
2019-05-11,광주(156),X,26.2,28.2,19.6,11.8,41.3,X, ,X,높음
2019-05-11,부산(159),X,23.5,24.4,19.5,14.3,42.4,X, ,X,매우높음
2019-05-11,통영(162),X,21.9,22,17.1,11.6,59,X, ,X,낮음
2019-05-11,목포(165),X,21.8,23,16.7,10.9,54.4,X, ,X,매우높음
2019-05-11,여수(168),X,24.6,24.5,18.7,13.6,60.9,X, ,X,낮음
2019-05-11,흑산도(169),X,20.8,20.4,15.6,12.1,53.6,X, ,X,낮음
2019-05-11,완도(170),X,25.2,26.6,18.6,11.1,52.3,X, ,X,낮음
2019-05-11,고창(172),X,23,23.5,16.1,7.6,53.6,X, ,X,낮음
2019-05-11,제주(184),X,21.8,23.4,18.5,15,42.8,X, ,X,위험
2019-05-11,진주(192),X,25.9,28,17.9,8.3,55.8,X, ,X,낮음
2019-05-11,양평(202),X,26.1,29.4,20.2,11.4,50.6,X, ,X,낮음
2019-05-11,이천(203),X,26.6,30.1,19.6,10.3,45.8,X, ,X,낮음
2019-05-11,인제(211),X,25.5,28.8,17.5,8.9,49.4,X, ,X,낮음
2019-05-11,홍천(212),X,26.9,30.5,19.8,10.8,51.3,X, ,X,낮음
2019-05-11,태백(216),X,22.9,25.3,16.4,8.3,45.4,X, ,X,낮음
2019-05-11,정선군(217),X,25,29.2,17.1,8.8,48.9,X, ,X,낮음
2019-05-11,제천(221),X,25.8,29.3,18.8,9.4,48.8,X, ,X,낮음
2019-05-11,보은(226),X,26.7,29.5,18.9,8.6,55.4,X, ,X,낮음
2019-05-11,천안(232),X,23.9,26.2,16.8,7.1,47.6,X, ,X,낮음
2019-05-11,보령(235),X,22.7,23.7,16.1,9.3,55.5,X, ,X,낮음
2019-05-11,부여(236),X,26.5,28.7,18.8,8.8,52.4,X, ,X,낮음
2019-05-11,금산(238),X,25.6,28.4,18.3,8,51.9,X, ,X,낮음
2019-05-11,세종(239),X,,,,,,X, ,X,매우높음
2019-05-11,부안(243),X,21.9,22.6,15.9,9,49.6,X, ,X,낮음
2019-05-11,임실(244),X,25.8,27.9,17,6,51.3,X, ,X,낮음
2019-05-11,정읍(245),X,23.7,25.4,16.7,8,42.5,X, ,X,낮음
2019-05-11,남원(247),X,26.2,28.9,18.5,8.2,50,X, ,X,낮음
2019-05-11,장수(248),X,24.9,28.1,17.4,7.9,56.5,X, ,X,낮음
2019-05-11,영광군(252),X,21.7,22.8,15.6,7.8,56.6,X, ,X,낮음
2019-05-11,김해시(253),X,25.5,28.3,20.3,13.1,45.3,X, ,X,낮음
2019-05-11,순창군(254),X,25.8,27.9,17.5,6.8,52.9,X, ,X,낮음
2019-05-11,양산시(257),X,26.2,28.6,19.1,9.9,49.9,X, ,X,낮음
2019-05-11,강진군(259),X,25.7,27.8,18,8,47.3,X, ,X,낮음
2019-05-11,장흥(260),X,25.7,27.8,17.4,6.7,60.1,X, ,X,낮음
2019-05-11,해남(261),X,24.6,25.8,15.2,4,58,X, ,X,낮음
2019-05-11,고흥(262),X,25.5,26.9,16.8,7.4,61.1,X, ,X,낮음
2019-05-11,의령군(263),X,26.3,30.6,18.6,7.8,52,X, ,X,낮음
2019-05-11,함양군(264),X,27.1,30,18.5,7.6,62.6,X, ,X,낮음
2019-05-11,진도군ASOS(268),X,21.5,22.8,15,6.2,56.6,X, ,X,낮음
2019-05-11,봉화(271),X,25.1,29.2,16.8,7.2,53.5,X, ,X,낮음
